,frequency,isdict,word
132,269.0,1.0,党
133,267.0,1.0,研究
134,264.0,1.0,现在
135,264.0,1.0,做
136,263.0,1.0,农民收入
137,263.0,1.0,当前
138,262.0,1.0,积极
139,262.0,1.0,不少
140,262.0,1.0,关系
141,262.0,1.0,项目
142,261.0,1.0,引导
143,261.0,1.0,情况
144,260.0,1.0,确保
145,259.0,1.0,同志
146,259.0,1.0,条件
147,256.0,1.0,风险
148,256.0,1.0,起来
149,254.0,1.0,时
150,253.0,1.0,就业
151,251.0,1.0,重大
152,250.0,1.0,全省
153,250.0,1.0,发挥
154,247.0,1.0,供给
155,247.0,1.0,创业
156,247.0,1.0,治理
157,245.0,1.0,结构
158,244.0,1.0,劳动力
159,244.0,1.0,推广
160,242.0,1.0,公司
161,241.0,1.0,投资
162,241.0,1.0,城镇化
163,240.0,1.0,强调
164,240.0,1.0,安全
165,239.0,1.0,带动
166,237.0,1.0,本报记者
167,232.0,1.0,突出
168,232.0,1.0,规模
169,231.0,1.0,会议
170,231.0,1.0,文件
171,230.0,1.0,体制
172,230.0,1.0,加工
173,229.0,1.0,深入
174,229.0,1.0,试点
175,228.0,1.0,优势
176,227.0,1.0,专业
177,226.0,1.0,经济社会
178,226.0,1.0,基层
179,225.0,1.0,目标
180,224.0,1.0,科学
181,224.0,1.0,基地
182,224.0,1.0,探索
183,222.0,1.0,供销
184,221.0,1.0,得到
185,221.0,1.0,做好
186,220.0,1.0,扩大
187,220.0,1.0,耕地
188,219.0,1.0,去年
189,219.0,1.0,产业化
190,218.0,1.0,任务
191,218.0,1.0,增强
192,218.0,1.0,信息
193,217.0,1.0,金融机构
194,217.0,1.0,近年来
195,217.0,1.0,干部
196,216.0,1.0,涉农
197,216.0,1.0,实践
198,215.0,1.0,利益
199,215.0,1.0,领导
200,212.0,1.0,应
201,211.0,1.0,龙头企业
202,209.0,1.0,传统
203,208.0,1.0,培育
204,205.0,1.0,品种
205,205.0,1.0,扶持
206,203.0,1.0,深化
207,203.0,1.0,规划
208,203.0,1.0,指出
209,201.0,1.0,公共服务
210,201.0,1.0,人口
211,201.0,1.0,乡镇
212,200.0,1.0,转变
213,199.0,1.0,指导
214,199.0,1.0,养殖
215,199.0,1.0,人才
216,198.0,1.0,强化
217,197.0,1.0,保险
218,196.0,1.0,支农
219,196.0,1.0,实际
220,196.0,1.0,财政
221,196.0,1.0,转移
222,195.0,1.0,调研
223,195.0,1.0,代表
224,194.0,1.0,开发
225,193.0,1.0,里
226,193.0,1.0,取得
227,193.0,1.0,承包
228,191.0,1.0,具有
229,191.0,1.0,努力
230,188.0,1.0,思想
231,187.0,1.0,历史
232,187.0,1.0,讲话
233,184.0,1.0,特别
234,183.0,1.0,旅游
235,183.0,1.0,蔬菜
236,182.0,1.0,信贷
237,182.0,1.0,真正
238,182.0,1.0,人均
239,180.0,1.0,各地
240,179.0,1.0,担保
241,178.0,1.0,农村土地
242,178.0,1.0,进入
243,177.0,1.0,积极性
244,177.0,1.0,措施
245,177.0,1.0,实行
246,177.0,1.0,标准
247,176.0,1.0,利用
248,176.0,1.0,建成
249,175.0,1.0,集体
250,175.0,1.0,统一
251,175.0,1.0,精神
252,174.0,1.0,抓
253,174.0,1.0,影响
254,174.0,1.0,一定
255,173.0,1.0,领域
256,173.0,1.0,关键
257,173.0,1.0,超过
258,173.0,1.0,现代
259,172.0,1.0,贫困
260,172.0,1.0,下乡
261,170.0,1.0,协调
262,170.0,1.0,万亩
263,170.0,1.0,继续
264,169.0,1.0,致富
265,169.0,1.0,切实
266,168.0,1.0,成本
267,167.0,1.0,鼓励
268,166.0,1.0,直接
269,165.0,1.0,相关
270,165.0,1.0,根本
271,165.0,1.0,面积
272,165.0,1.0,帮助
273,165.0,1.0,连续
274,165.0,1.0,参与
275,165.0,1.0,品牌
276,164.0,1.0,更加
277,163.0,1.0,种粮
278,163.0,1.0,经验
279,162.0,1.0,程度
280,162.0,1.0,阶段
281,161.0,1.0,制定
282,161.0,1.0,小康社会
283,160.0,1.0,互联网
284,160.0,1.0,减少
285,160.0,1.0,种
286,160.0,1.0,健全
287,159.0,1.0,党组织
288,159.0,1.0,县域
289,158.0,1.0,时代
290,158.0,1.0,认为
291,157.0,1.0,获得
292,157.0,1.0,事业
293,156.0,1.0,玉米
294,156.0,1.0,难
295,156.0,1.0,一号
296,155.0,1.0,出台
297,154.0,1.0,绿色
298,154.0,1.0,惠农
299,154.0,1.0,使用
300,153.0,1.0,难题
301,153.0,1.0,效益
302,152.0,1.0,长期
303,152.0,1.0,精准
304,152.0,1.0,调整
305,151.0,1.0,亩
306,151.0,1.0,达
307,151.0,1.0,优质
308,150.0,1.0,建议
309,149.0,1.0,过程
310,148.0,1.0,要素
311,148.0,1.0,集中
312,148.0,1.0,中心
313,148.0,1.0,了解
314,147.0,1.0,村里
315,147.0,1.0,机构
316,146.0,1.0,销售
317,146.0,1.0,农村基层
318,145.0,1.0,县
319,145.0,1.0,构建
320,145.0,1.0,完成
321,145.0,1.0,变化
322,145.0,1.0,保持
323,145.0,1.0,安排
324,144.0,1.0,覆盖
325,143.0,1.0,业务
326,143.0,1.0,改变
327,143.0,1.0,工业化
328,143.0,1.0,渠道
329,143.0,1.0,差距
330,143.0,1.0,信用社
331,142.0,1.0,各级
332,142.0,1.0,文明
333,142.0,1.0,系统
334,141.0,1.0,结合
335,141.0,1.0,存在
336,141.0,1.0,设施
337,141.0,1.0,工业
338,140.0,1.0,总书记
339,139.0,1.0,电商
340,138.0,1.0,看到
341,137.0,1.0,平台
342,137.0,1.0,改造
343,137.0,1.0,搞
344,137.0,1.0,资本
345,137.0,1.0,成立
346,136.0,1.0,经营权
347,136.0,1.0,支撑
348,136.0,1.0,报告
349,135.0,1.0,出现
350,135.0,1.0,过去
351,135.0,1.0,很多
352,135.0,1.0,用于
353,134.0,1.0,困难
354,134.0,1.0,整治
355,133.0,1.0,核心
356,133.0,1.0,应该
357,132.0,1.0,攻坚
358,131.0,1.0,国务院
359,131.0,1.0,小麦
360,131.0,1.0,现实
361,130.0,1.0,不同
362,130.0,1.0,比较
363,130.0,1.0,功能
364,130.0,1.0,小康
365,129.0,1.0,乡
366,128.0,1.0,一年
367,128.0,1.0,本报
368,128.0,1.0,国际
369,128.0,1.0,突破
370,127.0,1.0,形式
371,127.0,1.0,这种
372,127.0,1.0,流通
373,127.0,1.0,时期
374,127.0,1.0,增产
375,127.0,1.0,融合
376,127.0,1.0,采取
377,125.0,1.0,一体化
378,125.0,1.0,满足
379,125.0,1.0,始终
380,124.0,1.0,成果
381,124.0,1.0,时间
382,123.0,1.0,保证
383,123.0,1.0,方向
384,122.0,1.0,规范
385,122.0,1.0,农村金融
386,122.0,1.0,村庄
387,122.0,1.0,农业银行
388,121.0,1.0,累计
389,121.0,1.0,行动
390,121.0,1.0,村级
391,121.0,1.0,监管
392,121.0,1.0,书记
393,120.0,1.0,进程
394,119.0,1.0,集团
395,119.0,1.0,钱
396,119.0,1.0,围绕
397,118.0,1.0,专家
398,118.0,1.0,范围
399,118.0,1.0,认识
400,118.0,1.0,党中央
401,118.0,1.0,人员
402,117.0,1.0,升级
403,117.0,1.0,发生
404,117.0,1.0,贫困地区
405,116.0,1.0,农场
406,116.0,1.0,收益
407,116.0,1.0,明确
408,116.0,1.0,镇
409,115.0,1.0,最大
410,115.0,1.0,面临
411,115.0,1.0,正在
412,115.0,1.0,动力
413,115.0,1.0,办法
414,114.0,1.0,全市
415,114.0,1.0,粮食安全
416,114.0,1.0,各项
417,114.0,1.0,高效
418,114.0,1.0,力量
419,114.0,1.0,造成
420,114.0,1.0,重视
421,114.0,1.0,调查
422,113.0,1.0,北京
423,113.0,1.0,农资
424,113.0,1.0,内容
425,113.0,1.0,人民
426,113.0,1.0,温家宝
427,113.0,1.0,化肥
428,113.0,1.0,适应
429,112.0,1.0,污染
430,112.0,1.0,打造
431,112.0,1.0,大户
432,112.0,1.0,矛盾
433,111.0,1.0,抓好
434,111.0,1.0,福建
435,111.0,1.0,浙江
436,111.0,1.0,大量
437,110.0,1.0,整合
438,110.0,1.0,有机
439,110.0,1.0,产量
440,110.0,1.0,健康
441,110.0,1.0,不足
442,109.0,1.0,介绍
443,109.0,1.0,收购
444,109.0,1.0,消费
445,109.0,1.0,理论
446,109.0,1.0,学习
447,108.0,1.0,缺乏
448,108.0,1.0,进城
449,108.0,1.0,产业链
450,108.0,1.0,关注
451,108.0,1.0,农业部
452,108.0,1.0,配套
453,108.0,1.0,水稻
454,108.0,1.0,农机
455,107.0,1.0,区域
456,107.0,1.0,优化
457,107.0,1.0,原因
458,107.0,1.0,美丽
459,107.0,1.0,左右
460,107.0,1.0,维护
461,106.0,1.0,知识
462,106.0,1.0,数据
463,105.0,1.0,重中之重
464,105.0,1.0,想
465,104.0,1.0,贫困户
466,104.0,1.0,数量
467,104.0,1.0,下降
468,104.0,1.0,明显
469,104.0,1.0,权益
470,104.0,1.0,用地
471,104.0,1.0,环节
472,103.0,1.0,农药
473,103.0,1.0,示范
474,102.0,1.0,网络
475,102.0,1.0,电影
476,102.0,1.0,委员
477,101.0,1.0,余额
478,101.0,1.0,选择
479,101.0,1.0,发放
