,frequency,isdict,word
696,70.0,1.0,尽快
697,70.0,1.0,人居
698,70.0,1.0,供销社
699,70.0,1.0,城乡居民
700,70.0,1.0,纳入
701,70.0,1.0,引进
702,70.0,1.0,以下
703,70.0,1.0,采访
704,70.0,1.0,发布
705,69.0,1.0,显示
706,69.0,1.0,增速
707,69.0,1.0,贯彻
708,69.0,1.0,宣传
709,69.0,1.0,普遍
710,69.0,1.0,补偿
711,69.0,1.0,垃圾
712,68.0,1.0,普查
713,68.0,1.0,调动
714,68.0,1.0,建立健全
715,68.0,1.0,投放
716,68.0,1.0,流动
717,68.0,1.0,规律
718,68.0,1.0,支出
719,68.0,1.0,导致
720,68.0,1.0,效果
721,67.0,1.0,创建
722,67.0,1.0,不到
723,67.0,1.0,档案
724,67.0,1.0,符合
725,67.0,1.0,设立
726,67.0,1.0,党员
727,67.0,1.0,种地
728,66.0,1.0,考察
729,66.0,1.0,农技
730,66.0,1.0,涉及
731,66.0,1.0,设计
732,66.0,1.0,比重
733,66.0,1.0,主产区
734,66.0,1.0,总理
735,66.0,1.0,成效
736,66.0,1.0,社会化
737,66.0,1.0,上年
738,66.0,1.0,巨大
739,66.0,1.0,最低
740,66.0,1.0,主动
741,65.0,1.0,大豆
742,65.0,1.0,确权
743,65.0,1.0,发展观
744,65.0,1.0,十分
745,65.0,1.0,树立
746,65.0,1.0,水
747,65.0,1.0,从事
748,65.0,1.0,安徽
749,65.0,1.0,搞好
750,65.0,1.0,上市
751,64.0,1.0,群体
752,64.0,1.0,学生
753,64.0,1.0,技能
754,64.0,1.0,实惠
755,64.0,1.0,薄弱
756,64.0,1.0,分散
757,64.0,1.0,新型农村
758,64.0,1.0,延伸
759,64.0,1.0,协作
760,64.0,1.0,村镇
761,64.0,1.0,卫生
762,64.0,1.0,加工业
763,63.0,1.0,工资
764,63.0,1.0,节水
765,63.0,1.0,价值
766,63.0,1.0,站
767,63.0,1.0,万个
768,63.0,1.0,组建
769,63.0,1.0,专门
770,63.0,1.0,只能
771,63.0,1.0,劳动
772,62.0,1.0,高产
773,62.0,1.0,立足
774,62.0,1.0,确定
775,62.0,1.0,实力
776,62.0,1.0,效率
777,62.0,1.0,变成
778,61.0,1.0,扎实
779,61.0,1.0,尊重
780,61.0,1.0,全国人大常委会
781,61.0,1.0,定位
782,61.0,1.0,格局
783,61.0,1.0,宅基地
784,61.0,1.0,世纪
785,61.0,1.0,学校
786,61.0,1.0,同样
787,61.0,1.0,年代
788,60.0,1.0,有限
789,60.0,1.0,全党
790,60.0,1.0,田间
791,60.0,1.0,防止
792,60.0,1.0,住
793,60.0,1.0,奖励
794,60.0,1.0,卡
795,60.0,1.0,邮政
796,60.0,1.0,有利于
797,60.0,1.0,保
798,59.0,1.0,登记
799,59.0,1.0,行政村
800,59.0,1.0,行政
801,59.0,1.0,供应
802,59.0,1.0,繁荣
803,59.0,1.0,承担
804,59.0,1.0,接受
805,59.0,1.0,越
806,59.0,1.0,转化
807,59.0,1.0,积累
808,59.0,1.0,联系
809,59.0,1.0,图书
810,59.0,1.0,每亩
811,59.0,1.0,区
812,58.0,1.0,带
813,58.0,1.0,权
814,58.0,1.0,显著
815,58.0,1.0,控制
816,58.0,1.0,滞后
817,58.0,1.0,产生
818,58.0,1.0,农
819,58.0,1.0,意愿
820,58.0,1.0,状况
821,58.0,1.0,办
822,58.0,1.0,亿亩
823,58.0,1.0,论述
824,58.0,1.0,长效机制
825,58.0,1.0,容易
826,58.0,1.0,较大
827,58.0,1.0,应用
828,58.0,1.0,日前
829,58.0,1.0,关心
830,58.0,1.0,不够
831,58.0,1.0,研发
832,57.0,1.0,适度
833,57.0,1.0,万户
834,57.0,1.0,压力
835,57.0,1.0,四川
836,57.0,1.0,数字
837,57.0,1.0,标志
838,57.0,1.0,有序
839,57.0,1.0,设备
840,57.0,1.0,先后
841,57.0,1.0,新农
842,57.0,1.0,医疗
843,56.0,1.0,政策性
844,56.0,1.0,高度
845,56.0,1.0,认真
846,56.0,1.0,放心
847,56.0,1.0,挑战
848,56.0,1.0,省级
849,56.0,1.0,入户
850,56.0,1.0,布局
851,56.0,1.0,彩礼
852,56.0,1.0,大学生
853,56.0,1.0,举办
854,55.0,1.0,养老
855,55.0,1.0,湖北
856,55.0,1.0,掌握
857,55.0,1.0,同步
858,55.0,1.0,万吨
859,55.0,1.0,因地制宜
860,55.0,1.0,江苏
861,55.0,1.0,走进
862,55.0,1.0,期货
863,54.0,1.0,产权制度
864,54.0,1.0,作者
865,54.0,1.0,民主
866,54.0,1.0,公共
867,54.0,1.0,高标准
868,54.0,1.0,是否
869,54.0,1.0,银行业
870,53.0,1.0,坚决
871,53.0,1.0,拥有
872,53.0,1.0,政治
873,53.0,1.0,演出
874,53.0,1.0,方便
875,53.0,1.0,背景
876,53.0,1.0,市场经济
877,53.0,1.0,负责人
878,53.0,1.0,儿童
879,53.0,1.0,具体
880,52.0,1.0,革命
881,52.0,1.0,现有
882,52.0,1.0,年末
883,52.0,1.0,深度
884,52.0,1.0,出发
885,52.0,1.0,费用
886,52.0,1.0,法
887,52.0,1.0,业态
888,51.0,1.0,购买
889,51.0,1.0,专项
890,51.0,1.0,国民经济
891,51.0,1.0,放活
892,51.0,1.0,受益
893,51.0,1.0,上涨
894,51.0,1.0,初步
895,51.0,1.0,从根本上
896,51.0,1.0,小城镇
897,51.0,1.0,激活
898,51.0,1.0,遇到
899,50.0,1.0,畜禽
900,50.0,1.0,合力
901,50.0,1.0,拓宽
902,50.0,1.0,事业部
903,50.0,1.0,新华社
904,50.0,1.0,配置
905,50.0,1.0,监督
906,50.0,1.0,支行
907,50.0,1.0,营销
908,50.0,1.0,书屋
909,50.0,1.0,棉花
910,50.0,1.0,推行
911,50.0,1.0,挖掘
912,50.0,1.0,规定
913,50.0,1.0,支付
914,49.0,1.0,贫困县
915,49.0,1.0,离不开
916,49.0,1.0,家园
917,49.0,1.0,自治
918,49.0,1.0,党建
919,49.0,1.0,循环
920,49.0,1.0,小额
921,49.0,1.0,省
922,49.0,1.0,农作物
923,49.0,1.0,出版
924,49.0,1.0,运用
925,49.0,1.0,普通
926,48.0,1.0,农业税
927,48.0,1.0,路子
928,48.0,1.0,河北省
929,48.0,1.0,减轻
930,48.0,1.0,新疆
931,48.0,1.0,家里
932,48.0,1.0,平等
933,48.0,1.0,机遇
934,48.0,1.0,方法
935,48.0,1.0,审批
936,47.0,1.0,西部
937,47.0,1.0,草莓
938,47.0,1.0,避免
939,47.0,1.0,全国政协
940,47.0,1.0,运行
941,47.0,1.0,约束
942,47.0,1.0,农民负担
943,47.0,1.0,适合
944,47.0,1.0,检查
945,47.0,1.0,市场需求
946,47.0,1.0,执行
947,47.0,1.0,公路
948,47.0,1.0,统计
949,47.0,1.0,长远
950,47.0,1.0,信用
951,47.0,1.0,途径
952,47.0,1.0,河北
953,47.0,1.0,带领
954,47.0,1.0,逐渐
955,46.0,1.0,施肥
956,46.0,1.0,重
957,46.0,1.0,完全
958,46.0,1.0,脱贫致富
959,46.0,1.0,粮
960,46.0,1.0,分析
961,46.0,1.0,找到
962,46.0,1.0,村干部
963,46.0,1.0,品质
964,46.0,1.0,发行
965,46.0,1.0,新品种
966,46.0,1.0,趋势
967,46.0,1.0,贡献
968,46.0,1.0,园区
969,46.0,1.0,住房
970,46.0,1.0,种业
971,46.0,1.0,专业化
972,46.0,1.0,每天
973,45.0,1.0,作业
974,45.0,1.0,千方百计
975,45.0,1.0,农房
976,45.0,1.0,欢迎
977,45.0,1.0,创办
978,45.0,1.0,感受
979,45.0,1.0,吉林省
980,45.0,1.0,激励
981,45.0,1.0,运作
982,45.0,1.0,最高
983,45.0,1.0,抗旱
984,45.0,1.0,富裕
985,45.0,1.0,抓手
986,45.0,1.0,联结
987,45.0,1.0,苹果
988,45.0,1.0,乡风
989,45.0,1.0,均等化
990,45.0,1.0,办公室
991,45.0,1.0,湖南
992,45.0,1.0,座谈会
993,45.0,1.0,十八大
994,44.0,1.0,合作医疗
995,44.0,1.0,经纪人
996,44.0,1.0,运输
997,44.0,1.0,农村居民
998,44.0,1.0,改进
999,44.0,1.0,平稳
1000,44.0,1.0,董事长
1001,44.0,1.0,有限公司
1002,44.0,1.0,组织化
1003,44.0,1.0,经费
1004,44.0,1.0,内部
1005,44.0,1.0,富农
1006,44.0,1.0,生猪
1007,44.0,1.0,丰收
1008,44.0,1.0,育种
1009,43.0,1.0,放映
1010,43.0,1.0,历史性
1011,43.0,1.0,进口
1012,43.0,1.0,做出
1013,43.0,1.0,力争
1014,43.0,1.0,针对性
1015,43.0,1.0,四
1016,43.0,1.0,谋划
1017,43.0,1.0,沼气
1018,43.0,1.0,经济效益
1019,43.0,1.0,取消
1020,43.0,1.0,入股
1021,43.0,1.0,秸秆
1022,43.0,1.0,农信社
1023,43.0,1.0,引领
1024,43.0,1.0,机会
1025,43.0,1.0,事情
1026,43.0,1.0,预计
1027,43.0,1.0,覆盖率
1028,43.0,1.0,成就
1029,43.0,1.0,分类
1030,42.0,1.0,食品安全
1031,42.0,1.0,土壤
1032,42.0,1.0,抓住
1033,42.0,1.0,留守
1034,42.0,1.0,超市
1035,42.0,1.0,满意
1036,42.0,1.0,产权
1037,42.0,1.0,菜
1038,42.0,1.0,公开
1039,42.0,1.0,负责
1040,42.0,1.0,观念
1041,42.0,1.0,增量
